BHARTI AIRTEL LTD

Pan India

CDR OF MSISDN : 8866097000 from 28-Apr-2023 00:00:00 to 06-May-2023 11:59:59

MSISDN,IMEI,IMSI,Downlink_Vol,Uplink_Vol,Session_Start_Time,Session_End_Time,Pre_Post,Home_Roaming_Circle,Roaming_Network_Indicator,ICR_Operator_Name,Home_Circle,Translated_IP_Public_IPv4,Public_IPv6,Translated_Port_Public_Port,Destination_IP,Destination_Port,Source_IP,Source_Port,Duration,Charging_ID,Access_Point_Name,PDP_Address,PGW_GGSN_IP_Address,2g/3g/4g/5g, Latitude, Longitude, CELL ID
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:58:06,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45238,142.250.67.138,443,100.77.26.38,42444,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:01:22,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45240,129.227.254.22,443,100.77.26.38,37752,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:04:57,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45242,129.227.254.242,8888,100.77.26.38,45426,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:10:16,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45554,83.229.90.6,5223,100.77.26.38,45804,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:10:16,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45556,83.229.88.5,5223,100.77.26.38,51098,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:11:50,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45562,35.190.118.8,443,100.77.26.38,49042,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:11:50,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45560,35.190.118.8,443,100.77.26.38,49040,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:11:50,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45558,129.227.254.242,8888,100.77.26.38,45462,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:11:51,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45566,129.227.254.172,443,100.77.26.38,46364,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:11:51,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45564,35.190.118.8,443,100.77.26.38,49044,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:11:51,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45568,129.227.254.172,443,100.77.26.38,46504,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:12:24,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45554,13.127.247.216,443,100.77.26.38,58426,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:13:30,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,26001,31.13.79.63,443,100.77.26.38,33849,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:13:30,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45566,31.13.79.63,443,100.77.26.38,50858,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:13:32,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45554,157.240.16.32,443,100.77.26.38,51924,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:13:33,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45652,13.127.247.216,443,100.77.26.38,58430,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:13:33,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45650,13.127.247.216,443,100.77.26.38,58426,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:14:02,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45554,139.45.197.230,443,100.77.26.38,46244,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:15:18,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45556,129.227.254.23,443,100.77.26.38,41692,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:16:48,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45558,35.190.118.8,443,100.77.26.38,49108,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:16:51,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45564,129.227.254.172,443,100.77.26.38,46580,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:16:51,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45560,129.227.254.242,8888,100.77.26.38,45462,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:16:51,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45562,35.190.118.8,443,100.77.26.38,49120,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:17:05,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45566,129.227.254.14,443,100.77.26.38,42510,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:17:07,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45568,129.227.254.11,443,100.77.26.38,47630,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:17:17,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45554,35.190.118.8,443,100.77.26.38,49126,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:17:17,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45560,13.127.247.216,443,100.77.26.38,58504,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 01:20:21,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45566,83.229.88.9,5228,100.77.26.38,46064,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
